Sigla,Código,Município,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
PI,2203271,Curral Novo do Piauí,,,,,,,,,,1,1,1,,1,1,1,,,,,,2,,1,2,1,,,
PI,2203305,Demerval Lobão,,,,1,,,,1,,,,1,2,1,,1,,1,,2,1,7,9,1,8,6,6,7,9
PI,2203354,Dirceu Arcoverde,,,,,,,,,,,,,,,,,,,,1,,,1,1,,1,,,
PI,2203404,Dom Expedito Lopes,,,,,,,,,,,1,,1,,1,,1,,1,,1,,2,,,,,,
PI,2203420,Domingos Mourão,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,
PI,2203453,Dom Inocêncio,,,,,,,,,1,,,,,,1,1,,1,,,,1,,1,,,,,1
PI,2203503,Elesbão Veloso,1,1,,,1,2,,1,,,,,1,,,1,2,3,1,5,,1,2,,1,,1,,2
PI,2203602,Eliseu Martins,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,
PI,2203701,Esperantina,2,1,2,1,,,,1,2,3,4,1,7,3,3,6,5,10,5,2,4,3,5,5,9,2,5,9,11
PI,2203750,Fartura do Piauí,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,1,
PI,2203800,Flores do Piauí,,,1,,,1,,,,,,,1,,,,,1,,,1,,,1,,,1,1,1
PI,2203859,Floresta do Piauí,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1
PI,2203909,Floriano,,3,2,,1,2,1,1,2,8,1,2,1,,10,6,5,6,8,8,6,12,11,14,18,13,15,15,14
PI,2204006,Francinópolis,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,,,
PI,2204105,Francisco Ayres,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,
PI,2204154,Francisco Macedo,,,,,,,,,,,,1,1,,,,1,,1,,,,,,1,,,,
PI,2204204,Francisco Santos,,,,,,,,,,2,2,,1,,2,,2,2,,1,1,2,,2,3,2,,1,2
PI,2204303,Fronteiras,,,,,,,,,1,,,1,2,,1,3,1,,,1,1,5,2,5,3,4,3,2,6
PI,2204352,Geminiano,,,,,,,,,,,,,1,1,1,,,,,,,2,1,1,,2,,,
PI,2204402,Gilbués,1,,,,,,,,,,,,,1,,3,1,1,1,,,1,5,,1,,,,
PI,2204501,Guadalupe,,,,,,1,1,,1,2,,,1,,,,2,2,2,1,1,2,1,2,1,1,2,2,
PI,2204550,Guaribas,,,,,,,,,1,,,,2,2,2,,1,,,1,,,,,1,,,,
PI,2204600,Hugo Napoleão,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,1
PI,2204659,Ilha Grande,,,,,,,,,,,,,1,,,,1,,,4,4,1,1,1,2,,2,2,
PI,2204709,Inhuma,1,1,,1,3,,,,1,1,1,4,2,,2,1,1,2,1,2,1,,,,2,2,2,,
PI,2204808,Ipiranga do Piauí,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,,,,,
PI,2204907,Isaías Coelho,,,,,,,,,1,,2,,3,,,,1,1,,,1,1,2,1,1,,,1,1
PI,2205003,Itainópolis,,,,,,,,,,1,1,,,3,2,1,1,2,1,2,1,2,,2,3,1,1,3,
PI,2205102,Itaueira,1,,,,1,1,,,,,1,,1,1,1,,1,,,,,1,2,2,1,,1,,2
PI,2205151,Jacobina do Piauí,,,,,,,,,2,,,,,,1,,2,1,,1,,1,,2,,,1,1,
PI,2205201,Jaicós,,,,,,,,,2,1,,,1,1,3,2,,1,,,1,,2,2,,1,1,1,3
PI,2205250,Jardim do Mulato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI,2205276,Jatobá do Piauí,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,
PI,2205300,Jerumenha,,,,,,,,,,,,,,,,,1,1,1,1,,2,1,,1,1,1,,
PI,2205359,João Costa,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,
PI,2205409,Joaquim Pires,,,,1,,,,,,,,1,2,1,,1,,,5,,1,,,3,3,6,1,1,
PI,2205458,Joca Marques,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,
PI,2205508,José de Freitas,2,,,1,,1,,1,1,1,,,2,2,2,2,,,1,3,2,6,5,4,12,7,10,4,6
PI,2205516,Juazeiro do Piauí,,,,,,,,,,,,,,,1,1,,,,,,,1,,1,1,,,
PI,2205524,Júlio Borges,,,,,,,,,,,,,,,1,,1,,,,,,1,1,,,,,1
PI,2205532,Jurema,,,,,,,,,,,,2,1,1,,,,,1,,,,1,1,1,,1,,
PI,2205540,Lagoinha do Piauí,,,,,,,,,,,,,,1,,,1,,,,1,,,,,1,2,,1
PI,2205557,Lagoa Alegre,,,,,,,,,,,,,,1,,,1,,,,,1,3,4,1,1,,1,
PI,2205565,Lagoa do Barro do Piauí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI,2205573,Lagoa de São Francisco,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,1,,
PI,2205581,Lagoa do Piauí,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,2,,
PI,2205599,Lagoa do Sítio,,,,,,,,,1,,,,,,1,1,,,,1,,1,,1,2,,,1,
PI,2205607,Landri Sales,,,,,,,,,1,,,,,,,,,,,,3,,1,,,,1,,1
PI,2205706,Luís Correia,2,1,,,,,,,,,1,1,,,3,3,1,4,1,3,3,4,4,5,2,1,8,4,6
PI,2205805,Luzilândia,,1,2,1,,1,,,1,1,2,3,3,4,1,3,1,2,4,2,2,1,2,11,2,3,6,6,15
PI,2205854,Madeiro,,,,,,,,,,1,1,,,1,2,1,1,,,1,,,1,6,1,4,2,3,6
PI,2205904,Manoel Emídio,,,,,,,1,,1,,1,,1,1,,,2,,1,,,,,,,1,1,,1
PI,2205953,Marcolândia,,,,,,,,1,1,,2,,,,1,4,1,,1,2,1,3,,2,4,,,5,4
PI,2206001,Marcos Parente,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
PI,2206050,Massapê do Piauí,,,,,,,,,,,,,,,1,1,,1,,2,,,,,1,,,,2
PI,2206100,Matias Olímpio,,,,1,,,,,,,,,,1,,2,1,1,,,1,3,2,1,1,1,,,3
PI,2206209,Miguel Alves,1,,,,,,,1,1,,2,2,2,2,2,,2,2,1,1,,2,2,4,7,2,3,6,4
PI,2206308,Miguel Leão,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,
PI,2206357,Milton Brandão,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,
PI,2206407,Monsenhor Gil,,,,,,,,,1,,,,1,,,,,,2,,,,4,1,2,,,1,
PI,2206506,Monsenhor Hipólito,2,,,,,,,,,1,,,2,1,1,3,1,1,,1,,3,2,,1,2,1,,2
PI,2206605,Monte Alegre do Piauí,,1,1,,,,,,,,,1,,,1,2,3,1,,,,2,1,,1,,2,,
PI,2206654,Morro Cabeça no Tempo,,,,,,,,,,,1,1,,1,,,,1,,2,,,1,,,,,1,1
PI,2206670,Morro do Chapéu do Piauí,,,,,,,,,,,,,1,1,,1,1,1,1,1,1,2,,3,1,1,1,1,2
PI,2206696,Murici dos Portelas,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,1,2,1
PI,2206704,Nazaré do Piauí,,,,,,,,,1,,,,,,1,,,,,,1,,1,1,2,,1,2,
PI,2206720,Nazária,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
PI,2206753,Nossa Senhora de Nazaré,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,
PI,2206803,Nossa Senhora dos Remédios,,1,,,,,,,,,,1,1,1,,,,1,,,,2,,2,,,1,,1
PI,2206902,Novo Oriente do Piauí,,,,,,,,,,,,,,,,,,,,,2,,,1,,1,,1,
PI,2206951,Novo Santo Antônio,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,
PI,2207009,Oeiras,1,,,,1,1,2,1,2,1,1,1,6,,2,1,,3,1,5,1,1,2,5,,3,3,1,2
PI,2207108,Olho D'Água do Piauí,,,,,,,,,,,,,,,,1,,,,,1,1,,1,,1,,,1
PI,2207207,Padre Marcos,,,1,,,,,,,,,,,1,,,1,,,1,1,3,1,3,1,2,1,1,5
PI,2207306,Paes Landim,,,,,,,,,,,,,1,,,1,,,,,2,,1,,,,,1,
PI,2207355,Pajeú do Piauí,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,1
PI,2207405,Palmeira do Piauí,,,,,,,,,,,,,,1,1,1,,1,,,1,,1,,2,,2,,
PI,2207504,Palmeirais,1,,1,,1,,,,,,,,,1,,,1,,1,2,1,2,1,1,1,1,,4,2
PI,2207553,Paquetá,,,,,,,,2,,,,,,,,1,,2,2,,,2,,,,1,,,
PI,2207603,Parnaguá,1,,,,,,,,,,1,2,,1,1,,2,1,2,1,2,1,1,2,4,,1,2,1
PI,2207702,Parnaíba,4,5,8,7,11,5,,3,6,10,14,8,12,10,19,16,16,24,33,24,33,28,28,26,36,38,25,31,35
PI,2207751,Passagem Franca do Piauí,,,,3,,,,,,,,,,,,,1,,,,,1,,,1,,1,1,
PI,2207777,Patos do Piauí,,,,,,,,,,,,,2,,,,1,,,1,1,,,1,,3,1,1,1
PI,2207793,Pau D'Arco do Piauí,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1
PI,2207801,Paulistana,1,,,,,,,,2,2,2,1,1,4,3,1,2,4,3,2,,1,2,1,2,,3,3,3
PI,2207850,Pavussu,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,2,1,
PI,2207900,Pedro II,,,,1,,,,,,1,1,1,2,,3,1,1,1,1,1,2,6,4,1,2,2,6,5,4
PI,2207934,Pedro Laurentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI,2207959,Nova Santa Rita,,,,,,1,,,1,,,,,,1,,,,,,,1,,,,,,,
PI,2208007,Picos,3,9,6,4,4,5,2,2,3,12,19,12,11,5,6,18,6,9,17,16,15,9,10,13,19,18,7,10,16
PI,2208106,Pimenteiras,,,,1,1,1,1,,1,1,,,1,,1,3,1,,4,,2,,1,2,,,1,,
PI,2208205,Pio IX,2,3,,,,1,,,1,6,3,1,2,,3,8,4,2,,1,2,5,3,3,6,4,4,3,5
PI,2208304,Piracuruca,1,1,1,,1,1,1,1,1,2,2,2,1,3,5,1,2,,2,6,4,2,4,5,5,2,4,6,5
PI,2208403,Piripiri,,,3,2,,3,1,1,1,2,2,11,5,6,6,4,5,7,4,1,6,6,2,7,7,12,12,17,8
PI,2208502,Porto,,,,,,,,,,,1,,,4,,,1,1,1,3,,3,1,2,1,,2,,2
PI,2208551,Porto Alegre do Piauí,,,,,,,,,,,,,,1,,,,,,,1,1,,1,,,,,
PI,2208601,Prata do Piauí,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
PI,2208650,Queimada Nova,,,,,,,,,,,,1,,1,,,,,1,,,,,1,,1,,,
PI,2208700,Redenção do Gurguéia,,,,,,,,,1,2,,1,2,1,1,,2,1,,,,2,1,1,4,2,2,2,2
PI,2208809,Regeneração,,1,1,,,,,1,1,,,,1,1,2,1,1,1,1,1,5,3,,2,2,,4,2,3
PI,2208858,Riacho Frio,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,1,,
PI,2208874,Ribeira do Piauí,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1
PI,2208908,Ribeiro Gonçalves,,,,,,,,,,,,1,,,,3,,,,,,,2,,1,1,,1,2
PI,2209005,Rio Grande do Piauí,,,,,,,,,1,,,,1,,1,1,,1,2,2,,,1,2,,,,1,1
PI,2209104,Santa Cruz do Piauí,,,,,,1,,1,,,,,,,,1,,3,1,,,2,,,,,,2,2
PI,2209153,Santa Cruz dos Milagres,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,1
PI,2209203,Santa Filomena,1,,,1,,,,,,2,,,,,1,,1,1,,,1,2,1,1,,2,3,3,1
PI,2209302,Santa Luz,,,,,,,,,,,,,1,,2,1,,1,1,,,,1,,1,,1,,
PI,2209351,Santana do Piauí,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,1,,1,
PI,2209377,Santa Rosa do Piauí,,,,,,,,,,,,,,,,,,1,1,,,,2,,,1,,,
PI,2209401,Santo Antônio de Lisboa,,,,,,,,,1,,1,,,,,,3,,1,,,2,2,,1,2,,,2
PI,2209450,Santo Antônio dos Milagres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI,2209500,Santo Inácio do Piauí,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
PI,2209559,São Braz do Piauí,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,
PI,2209609,São Félix do Piauí,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
PI,2209658,São Francisco de Assis do Piauí,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1
PI,2209708,São Francisco do Piauí,,,,,,,,,,,1,,,,,,1,2,,,,,1,,1,1,,1,1
PI,2209757,São Gonçalo do Gurguéia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PI,2209807,São Gonçalo do Piauí,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,1,
PI,2209856,São João da Canabrava,,,,1,,,,,2,,,,,2,,,,,,,,,,,,2,1,,
PI,2209872,São João da Fronteira,,,,,,,,,,,,,1,,2,,,1,,1,,,,,,1,2,,
PI,2209906,São João da Serra,,,,,,,,,,,,,,,,2,,,2,,1,,1,,2,,1,,
PI,2209955,São João da Varjota,,,,,,,,,,,,1,2,1,,,,,,,,,,,2,1,,,
PI,2209971,São João do Arraial,,,,,,,,,1,,,,,,,,,1,1,1,2,3,2,,,,,2,2
PI,2210003,São João do Piauí,,,2,1,,4,,2,3,2,2,,2,2,2,1,1,1,1,1,1,,1,,3,2,1,,6
PI,2210052,São José do Divino,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1
PI,2210102,São José do Peixe,,,,,,,,,,,,,,1,,,,,,,,,,,3,,,,
PI,2210201,São José do Piauí,,1,,,,,,,1,,,,1,2,1,,,,1,,2,,1,,,1,,,
PI,2210300,São Julião,,,,,,,,,,,,,1,,,,1,2,,2,,1,1,2,2,,1,1,4
PI,2210359,São Lourenço do Piauí,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1
PI,2210375,São Luis do Piauí,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,
PI,2210383,São Miguel da Baixa Grande,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
PI,2210391,São Miguel do Fidalgo,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,
PI,2210409,São Miguel do Tapuio,,,,,,,,,,1,,1,2,2,,3,1,1,,,4,1,6,,,8,2,1,5
PI,2210508,São Pedro do Piauí,,,,,1,1,1,,2,,,3,,,3,1,,1,,1,2,,,2,3,1,,6,3
PI,2210607,São Raimundo Nonato,,,,,,,,,,1,2,2,5,5,3,5,3,1,5,2,1,1,5,5,2,6,5,5,4
PI,2210623,Sebastião Barros,,,,,,,,,,1,,,1,1,2,,,1,,,,,,,,3,,,
PI,2210631,Sebastião Leal,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,
PI,2210656,Sigefredo Pacheco,,,,,,,,,,,,,,,2,1,,,,,,1,,,,,,1,1
PI,2210706,Simões,,,1,,1,,,,4,1,2,2,2,4,1,3,3,1,2,1,1,1,1,2,5,2,,3,
PI,2210805,Simplício Mendes,,,1,,1,,,,1,,,,1,2,,,1,1,,1,3,1,3,1,,2,,2,
PI,2210904,Socorro do Piauí,,,,,,,,,,,1,,,,,1,1,1,,,,,,,,,,1,
PI,2210938,Sussuapara,,,,,,,,,,1,,,,,,,2,1,1,2,1,1,,,,3,,,
PI,2210953,Tamboril do Piauí,,,,,,,,,,,,,1,,,,,1,,,1,,1,,,,1,1,1
PI,2210979,Tanque do Piauí,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
PI,2211001,Teresina,57,67,61,77,87,113,120,97,159,169,206,183,157,201,231,183,178,188,202,242,300,351,438,351,374,319,320,234,298
PI,2211100,União,,,,,1,,,,,,1,1,3,6,5,4,3,5,4,,5,7,6,7,2,5,8,6,9
PI,2211209,Uruçuí,,1,,,,,,,1,,3,1,1,2,1,3,4,,2,1,,,2,1,1,2,1,2,1
PI,2211308,Valença do Piauí,,1,,1,3,2,,1,1,,,3,2,1,,1,,2,1,1,1,4,2,1,2,1,3,,4
PI,2211357,Várzea Branca,,,,,,,,,,1,,1,,,1,,,1,,,,1,,,1,1,1,,1
PI,2211407,Várzea Grande,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,
PI,2211506,Vera Mendes,,,,,,,,,,1,,,,,,1,1,,,,1,,1,,,1,,,
PI,2211605,Vila Nova do Piauí,,,,,,,,,,,1,,1,,,1,1,,,,,,,1,2,2,1,,
PI,2211704,Wall Ferraz,,,,,,,,,,1,,1,,,,,,1,1,,,1,,,,,,,1
PR,4100103,Abatiá,1,2,,,,,,1,1,,,1,,2,,,1,,1,,,3,1,,1,,2,,1
PR,4100202,Adrianópolis,,1,,,1,1,,2,2,,1,1,1,,1,,3,,1,,1,1,3,5,1,3,2,,
PR,4100301,Agudos do Sul,1,1,2,2,,,,1,1,1,1,,1,,2,1,3,1,1,3,,2,1,3,1,2,5,1,1
PR,4100400,Almirante Tamandaré,9,10,6,19,9,14,15,23,31,34,28,43,49,68,49,65,93,96,95,102,75,84,70,72,84,43,56,37,42
PR,4100459,Altamira do Paraná,2,5,1,2,1,2,1,,,1,1,1,1,2,2,2,,,3,,,,1,1,,2,1,2,
PR,4100509,Altônia,2,1,3,1,,1,,,,1,1,,5,2,4,7,4,7,11,3,5,1,2,9,11,11,10,8,8
PR,4100608,Alto Paraná,4,3,,,,3,4,4,1,1,,,4,2,1,2,1,2,1,4,6,5,6,2,4,1,2,1,6
PR,4100707,Alto Piquiri,6,2,2,2,1,1,2,1,2,2,1,,2,4,1,2,3,2,,2,3,1,2,2,1,,3,3,1
PR,4100806,Alvorada do Sul,1,1,,1,,,1,1,,1,1,1,3,,,,,2,1,1,3,2,1,4,1,4,3,2,4
PR,4100905,Amaporã,,,1,,,1,,,2,1,,1,1,2,,,,2,,,3,,,2,3,,1,1,2
PR,4101002,Ampére,1,1,1,1,3,1,,1,1,1,1,,2,1,3,4,,7,5,2,6,1,2,1,1,3,1,1,1
PR,4101051,Anahy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
PR,4101101,Andirá,1,3,1,,2,2,3,1,3,2,5,6,2,3,4,6,10,7,6,2,7,5,3,3,,2,2,5,
PR,4101150,Ângulo,,,,,,,,1,,,,,2,,,,,,,1,,,1,1,,,,,1
PR,4101200,Antonina,2,2,1,3,,2,1,5,3,2,2,2,1,1,4,8,,5,6,1,3,4,3,5,3,1,1,5,3
PR,4101309,Antônio Olinto,,2,,,,1,,,,,,2,1,1,2,3,2,1,,1,,,,1,1,1,1,,1
PR,4101408,Apucarana,11,13,8,12,8,15,9,21,15,13,5,14,17,20,17,19,21,14,23,30,16,21,17,21,26,14,8,18,9
PR,4101507,Arapongas,4,6,11,9,4,5,10,9,3,5,9,8,19,16,13,25,30,15,18,23,15,14,24,21,24,19,14,21,20
PR,4101606,Arapoti,1,4,1,1,2,,2,3,6,5,4,5,4,8,6,5,5,2,8,3,3,5,9,5,10,3,5,5,2
PR,4101655,Arapuã,,,,,,1,,3,,,,1,,,,,,1,1,,1,,1,,,,,,1
PR,4101705,Araruna,,,1,,1,,1,1,,1,3,4,4,2,1,4,3,2,2,1,2,1,1,,3,,5,3,1
PR,4101804,Araucária,4,5,10,6,14,16,13,22,11,22,30,32,41,59,48,24,47,73,81,61,68,58,49,61,52,39,42,30,39
PR,4101853,Ariranha do Ivaí,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,1,
PR,4101903,Assaí,3,3,3,2,1,1,,2,,2,1,,2,1,1,2,2,1,5,5,2,5,3,2,1,4,3,1,1
PR,4102000,Assis Chateaubriand,1,3,3,5,3,1,3,,2,1,4,6,7,3,2,6,6,4,3,6,13,6,4,7,5,6,4,3,8
PR,4102109,Astorga,1,,,1,,4,1,,,1,,,2,,2,2,2,6,,1,3,2,1,3,5,1,5,3,
PR,4102208,Atalaia,,,,,,,,1,,,,,,,,,,,1,,,,,2,,,,,
PR,4102307,Balsa Nova,2,2,1,1,,1,3,1,,1,1,1,2,1,3,1,4,7,6,2,3,4,1,5,3,1,4,1,1
PR,4102406,Bandeirantes,2,3,4,3,7,2,3,4,7,5,3,7,6,10,6,4,6,9,8,5,2,2,5,5,2,9,3,4,9
PR,4102505,Barbosa Ferraz,1,2,6,1,1,3,1,,1,2,2,6,8,10,8,3,1,6,2,5,1,2,7,2,7,5,1,3,2
PR,4102604,Barracão,1,1,4,,1,2,,,1,,2,1,,,2,1,,1,1,2,2,1,2,3,2,2,2,1,1
PR,4102703,Barra do Jacaré,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1
PR,4102752,Bela Vista da Caroba,,,,,,,1,,3,,,,,2,1,,1,2,,,1,,,,,,,,
PR,4102802,Bela Vista do Paraíso,1,,,,4,1,1,,1,1,1,3,4,,2,1,4,2,1,6,1,8,5,8,5,4,4,5,2
PR,4102901,Bituruna,3,2,2,4,4,2,4,3,2,5,4,1,6,4,4,3,3,8,4,1,3,3,,5,6,2,3,1,5
PR,4103008,Boa Esperança,,,,1,,,,,,1,1,,1,4,,3,1,,,1,2,1,3,,,,,1,
PR,4103024,Boa Esperança do Iguaçu,,1,,,,,,,,,,1,,,,,1,,,1,,,1,,,,,,1
PR,4103040,Boa Ventura de São Roque,,,,,,1,1,3,2,1,2,1,2,3,2,1,2,2,,,2,2,,1,1,,1,,2
PR,4103057,Boa Vista da Aparecida,3,2,1,1,,3,2,,,3,3,5,3,3,3,4,4,2,5,6,1,4,1,4,3,1,1,1,1
PR,4103107,Bocaiúva do Sul,,2,,3,1,2,1,2,2,2,5,1,5,3,2,4,3,1,,3,2,5,1,4,3,4,3,4,6
PR,4103156,Bom Jesus do Sul,,,,,,,,,,,,,,1,,,,,1,,,1,,,1,4,,,2
PR,4103206,Bom Sucesso,2,1,,,,,1,1,1,3,1,1,,2,2,,,3,,1,2,,2,1,2,3,3,1,3
PR,4103222,Bom Sucesso do Sul,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,1
PR,4103305,Borrazópolis,,2,2,,,,1,2,1,1,1,,1,1,,2,2,,,,2,,1,1,1,2,1,,1
PR,4103354,Braganey,1,2,,2,5,1,,3,,1,1,,,1,1,3,2,,,,,,1,1,,,,1,1
PR,4103370,Brasilândia do Sul,,,,1,1,3,,,,1,,2,1,,,,,1,,,,,,,2,2,,4,
PR,4103404,Cafeara,1,,,1,,,,,,,,,,,,,,1,,,2,,,,,,,,
PR,4103453,Cafelândia,,1,,,1,,1,,1,1,,2,1,,,2,,,1,3,,1,1,1,1,4,2,3,1
PR,4103479,Cafezal do Sul,,,,,2,1,1,,,,,2,1,2,,4,,1,4,,,1,,1,3,,,1,
PR,4103503,Califórnia,2,1,1,,1,,2,,1,,,1,2,,2,1,1,1,1,3,3,1,1,,3,3,1,,1
PR,4103602,Cambará,1,1,2,2,5,3,4,2,2,4,5,1,4,3,3,7,5,3,5,3,1,3,1,,6,2,2,1,2
PR,4103701,Cambé,5,6,5,5,3,9,6,4,8,17,26,40,41,31,30,24,36,29,24,34,48,16,14,19,15,15,10,11,17
PR,4103800,Cambira,1,,,1,,,3,,,1,,1,,2,,1,2,,2,,1,1,,2,1,2,2,2,2
PR,4103909,Campina da Lagoa,4,5,3,7,6,,3,1,,,4,3,6,7,6,6,7,6,4,2,7,2,5,5,6,6,2,3,6
PR,4103958,Campina do Simão,,,,,,1,,,,,,1,1,1,1,1,,,1,,2,,,,1,1,,1,
PR,4104006,Campina Grande do Sul,8,4,11,7,13,14,17,28,17,27,15,19,13,15,13,25,32,39,37,37,23,28,23,28,25,16,18,8,14
PR,4104055,Campo Bonito,1,5,2,,3,,,1,1,,,3,2,1,3,3,,1,1,,2,,,1,,4,,1,
PR,4104105,Campo do Tenente,,,,,1,3,,1,1,1,,4,1,,1,,,1,,2,,,1,1,1,2,3,,
PR,4104204,Campo Largo,10,6,5,6,7,7,20,13,16,12,12,18,20,21,27,25,28,46,42,34,33,29,45,47,42,34,29,20,27
PR,4104253,Campo Magro,,,,,,,1,1,6,1,4,5,7,5,5,9,7,9,16,12,16,8,13,13,15,18,6,8,7
PR,4104303,Campo Mourão,24,12,18,10,20,12,18,14,10,20,30,24,30,46,33,25,35,33,47,21,36,30,36,30,23,22,24,20,30
PR,4104402,Cândido de Abreu,3,5,4,6,2,1,2,,,1,2,2,2,1,5,4,,3,2,1,4,5,3,5,2,3,1,3,2
PR,4104428,Candói,,6,4,4,6,4,1,1,1,3,5,2,1,5,5,2,3,4,5,4,2,3,1,4,1,3,7,4,3
PR,4104451,Cantagalo,9,10,7,10,17,3,2,5,5,5,4,3,2,2,4,9,6,3,5,3,5,5,4,5,4,1,7,1,3
PR,4104501,Capanema,,2,,,,2,,2,,2,1,1,3,2,,1,1,4,1,1,2,2,3,4,1,3,2,,4
PR,4104600,Capitão Leônidas Marques,2,,2,2,2,1,2,3,1,1,3,3,2,5,2,4,6,2,4,5,4,1,6,1,7,2,3,2,2
PR,4104659,Carambeí,,,,,,,,,,,,3,1,4,1,3,3,2,4,1,3,2,6,3,3,2,5,2,1
PR,4104709,Carlópolis,,,1,2,,2,2,1,3,,2,,,2,1,1,,3,1,7,1,1,2,1,1,5,2,2,
PR,4104808,Cascavel,48,47,48,37,53,55,61,59,87,74,64,62,92,92,110,89,109,118,126,129,164,116,91,81,88,82,52,50,68
PR,4104907,Castro,10,3,3,7,8,10,4,7,12,12,13,14,11,15,15,12,16,19,11,15,21,13,23,12,16,15,8,5,5
PR,4105003,Catanduvas,3,2,1,4,4,,2,1,2,,2,1,4,2,4,3,2,4,4,2,2,3,2,2,1,1,1,5,1
PR,4105102,Centenário do Sul,2,,,1,,1,2,1,3,,1,1,1,,,2,3,1,2,2,3,3,2,1,1,3,2,2,2
PR,4105201,Cerro Azul,2,2,5,5,4,1,2,,6,,4,3,2,3,5,1,5,5,5,2,5,1,6,6,5,3,5,2,1
PR,4105300,Céu Azul,1,1,,1,,1,,,1,,1,2,3,1,3,,3,3,2,4,4,1,1,,1,1,1,,1
PR,4105409,Chopinzinho,1,4,1,4,3,3,,4,3,1,2,3,5,3,3,4,6,7,5,10,4,8,,6,1,1,4,7,
PR,4105508,Cianorte,,1,5,,2,2,1,4,4,5,6,8,8,13,9,10,14,10,11,12,11,15,10,11,15,14,15,5,7
PR,4105607,Cidade Gaúcha,,,,1,1,,1,1,,,2,1,1,2,1,4,3,1,4,2,3,2,3,2,11,6,6,,3
PR,4105706,Clevelândia,6,2,2,6,3,5,5,3,3,5,4,5,7,4,5,5,6,3,,5,9,3,7,2,10,4,3,3,3
PR,4105805,Colombo,18,18,17,20,24,36,28,32,48,36,35,103,114,114,113,119,142,164,153,168,151,118,120,110,113,89,66,62,62
PR,4105904,Colorado,,,2,1,1,,2,2,3,1,2,1,,1,,3,1,1,2,3,8,1,4,5,5,2,4,1,7
PR,4106001,Congonhinhas,,2,1,1,,,1,2,1,1,2,1,,2,1,2,1,2,,,,2,2,1,3,1,1,1,1
PR,4106100,Conselheiro Mairinck,,,,,1,,1,,1,,,1,,1,,,,,,,2,,2,,1,,,1,3
PR,4106209,Contenda,1,,2,,,,2,1,,2,1,3,1,1,1,3,3,2,2,1,6,5,2,2,3,3,3,1,5
PR,4106308,Corbélia,8,3,2,5,1,2,2,2,3,2,,3,2,1,1,1,3,6,6,4,5,,3,2,,1,,2,2
PR,4106407,Cornélio Procópio,5,12,12,10,4,2,4,7,5,7,5,4,6,8,4,5,5,10,12,11,8,13,7,6,12,11,6,5,7
